CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Frequency,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
Omon.vsfcorr,ocean.vsfcorr.tavg-u-hxy-sea.mon.GLB,vsfcorr_tavg-u-hxy-sea,Omon.vsfcorr,1659,vsfcorr,kg m-2 s-1,virtual_salt_flux_correction,Virtual Salt Flux Correction,It is set to zero in models which receive a real water flux.,Global field (single level),,,real,ocean,,"longitude, latitude, time",Omon,mon,mon,,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,omip_surface_fluxes_medium_priority,"""Ocean Changes, Drivers and Impacts""","deck,fast-track,scenarios,historical,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa65eae-e5dd-11e5-8482-ac72891c3257
Omon.vsfevap,ocean.vsfevap.tavg-u-hxy-sea.mon.GLB,vsfevap_tavg-u-hxy-sea,Omon.vsfevap,1017,vsfevap,kg m-2 s-1,virtual_salt_flux_into_sea_water_due_to_evaporation,Virtual Salt Flux into Sea Water Due to Evaporation,zero for models using real water fluxes.,Global field (single level),,,real,ocean,,"longitude, latitude, time",Omon,mon,mon,,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,omip_surface_fluxes_medium_priority,"""Ocean Changes, Drivers and Impacts""","deck,fast-track,scenarios,historical,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa64df6-e5dd-11e5-8482-ac72891c3257
Omon.vsfpr,ocean.vsfpr.tavg-u-hxy-sea.mon.GLB,vsfpr_tavg-u-hxy-sea,Omon.vsfpr,1038,vsfpr,kg m-2 s-1,virtual_salt_flux_into_sea_water_due_to_rainfall,Virtual Salt Flux into Sea Water Due to Rainfall,zero for models using real water fluxes.,Global field (single level),,,real,ocean,,"longitude, latitude, time",Omon,mon,mon,,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,omip_surface_fluxes_medium_priority,"""Ocean Changes, Drivers and Impacts""","deck,fast-track,scenarios,historical,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa649d2-e5dd-11e5-8482-ac72891c3257
Omon.vsfriver,ocean.vsfriver.tavg-u-hxy-sea.mon.GLB,vsfriver_tavg-u-hxy-sea,Omon.vsfriver,1135,vsfriver,kg m-2 s-1,virtual_salt_flux_into_sea_water_from_rivers,Virtual Salt Flux into Sea Water from Rivers,zero for models using real water fluxes.,Global field (single level),,,real,ocean,,"longitude, latitude, time",Omon,mon,mon,,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,omip_surface_fluxes_medium_priority,"""Ocean Changes, Drivers and Impacts""","deck,fast-track,scenarios,historical,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa65224-e5dd-11e5-8482-ac72891c3257
Omon.vsfsit,ocean.vsfsit.tavg-u-hxy-sea.mon.GLB,vsfsit_tavg-u-hxy-sea,Omon.vsfsit,1069,vsfsit,kg m-2 s-1,virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.,Global field (single level),,,real,ocean,seaIce,"longitude, latitude, time",Omon,mon,mon,The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1. Report on native horizontal grid.,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,omip_surface_fluxes_medium_priority,"""Ocean Changes, Drivers and Impacts""","deck,fast-track,scenarios,historical,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa65648-e5dd-11e5-8482-ac72891c3257
AERmonZ.vt100,aerosol.vt100.tavg-100hPa-hy-air.mon.GLB,vt100_tavg-100hPa-hy-air,AERmonZ.vt100,1069,vt100,K m s-1,covariance_over_longitude_of_northward_wind_and_air_temperature,Northward Eddy Temperature Flux,Zonally averaged eddy temperature flux at 100hPa as monthly means derived from daily (or higher frequency) fields.,Zonal mean (on surface),,p100,real,aerosol,,"latitude, time, p100",AERmonZ,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",aerzonal,,AERmonZ ((isd.003)),time-intv,longitude: time: mean where air,,,aerchemmip_ocean_salt_and_heat_transport_variables_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,180,1,0.022,,GLB,air_pressure,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,fda680ce-96ec-11e6-b81e-c9e268aff03a
EdayZ.vtem,atmos.vtem.tavg-p39-hy-air.day.GLB,vtem_tavg-p39-hy-air,EdayZ.vtem,593,vtem,m s-1,northward_transformed_eulerian_mean_air_velocity,Transformed Eulerian Mean Northward Wind,zonal mean; hence YZT,Atmospheric zonal mean (on 39 pressure levels),,,real,atmos,,"latitude, plev39, time",EdayZ,day,day,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",,,DynVarMIP [DYVR_daily_a],time-intv,longitude: time: mean where air,,,dynvar_basic,Atmospheric dynamics and variability ,dynvar,"1pctCO2,abrupt-4xCO2,amip,amip-p4k,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,3650,180,39,25.623,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,8b97d150-4a5b-11e6-9cd2-ac72891c3257
EmonZ.vtem,atmos.vtem.tavg-p39-hy-air.mon.GLB,vtem_tavg-p39-hy-air,EmonZ.vtem,440,vtem,m s-1,northward_transformed_eulerian_mean_air_velocity,Transformed Eulerian Mean Northward Wind,"Transformed Eulerian Mean Diagnostics v*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).",Atmospheric zonal mean (on 39 pressure levels),,,real,atmos,,"latitude, plev39, time",EmonZ,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:longitude: mean time: mean CMIP7:longitude: time: mean where air,",,,HighResMIP [Amon_sparc],time-intv,longitude: time: mean where air,,,"dynvar_basic,DCPP_Wider","Atmospheric dynamics and variability ,Multi-annual-to-decadal predictability of the Earth System and risk assessment of climate extremes","dynvar,dcpp,historical,picontrol,climate_extreme,dcpp-cmip6-exps","1pctCO2,abrupt-4xCO2,amip,amip-p4k,dcppA-assim,dcppA-hindcast,dcppB-forecast,dcppB-forecast-cmip6,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,120,180,39,0.842,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,feeadf5c-96ec-11e6-b81e-c9e268aff03a
Eday.vtendnogw,atmos.vtendnogw.tavg-p19-hxy-air.day.GLB,vtendnogw_tavg-p19-hxy-air,,,vtendnogw,m s-2,tendency_of_northward_wind_due_to_nonorographic_gravity_wave_drag,Tendency of northward wind due to non-orographic gravity waves,Tendency of northward wind induced by the parameterized non-orographic gravity wave drag,Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Eday,day,day,"This is the total tendency due to parameterized non-orographic gravity wave drag, which is the sum of all possible components of the parameterization (where applicable). We ask that in the Essential Model Documentation modelling centers specify the parameterization scheme used and the specific values of its tunable parameters used for the simulation, and a specification of the part of the gravity wave spectrum that is targeted by the parameterization (e.g., minimally, the effective resolution of the model).",,,,time-intv,area: time: mean where air,area: areacella,,dynvar_advanced,Atmospheric dynamics and variability ,dynvar,"1pctCO2,abrupt-4xCO2,amip,amip-p4k,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,3650,68400,19,4743.540,,GLB,,,,,New,Existing physical parameter,,Accepted,,83bbfc90-7f07-11ef-9308-b1dd71e64bec
Emon.vtendnogw,atmos.vtendnogw.tavg-p19-hxy-air.mon.GLB,vtendnogw_tavg-p19-hxy-air,Emon.vtendnogw,940,vtendnogw,m s-2,tendency_of_northward_wind_due_to_nonorographic_gravity_wave_drag,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,Tendency of northward wind induced by the parameterized non-orographic gravity wave drag,Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Emon,mon,mon,"This is the total tendency due to parameterized non-orographic gravity wave drag, which is the sum of all possible components of the parameterization (where applicable). We ask that in the Essential Model Documentation modelling centers specify the parameterization scheme used and the specific values of its tunable parameters used for the simulation, and a specification of the part of the gravity wave spectrum that is targeted by the parameterization (e.g., minimally, the effective resolution of the model). CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",,,DynVarMIP [DYVR_monthly_d],time-intv,area: time: mean where air,area: areacella,,dynvar_advanced,Atmospheric dynamics and variability ,dynvar,"1pctCO2,abrupt-4xCO2,amip,amip-p4k,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,120,68400,19,155.952,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,8b97bfda-4a5b-11e6-9cd2-ac72891c3257
Eday.vtendogw,atmos.vtendogw.tavg-p19-hxy-air.day.GLB,vtendogw_tavg-p19-hxy-air,,,vtendogw,m s-2,tendency_of_northward_wind_due_to_orographic_gravity_wave_drag,Tendency of northward wind due to orographic gravity waves,Tendency of northward wind induced by the parameterized orographic gravity wave drag,Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Eday,day,day,"This is the total tendency due to parameterized orographic gravity wave drag, which is the sum of all possible components of the parameterization (where applicable). We ask that in the Essential Model Documentation modelling centers specify the parameterization scheme used and the specific values of its tunable parameters used for the simulation, and a specification of the part of the gravity wave spectrum that is targeted by the parameterization (e.g., minimally, the effective resolution of the model).",,,,time-intv,area: time: mean where air,area: areacella,,dynvar_advanced,Atmospheric dynamics and variability ,dynvar,"1pctCO2,abrupt-4xCO2,amip,amip-p4k,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,3650,68400,19,4743.540,,GLB,,,,,New,Existing physical parameter,,Accepted,,83bbfc8f-7f07-11ef-9308-b1dd71e64bec
Emon.vtendogw,atmos.vtendogw.tavg-p19-hxy-air.mon.GLB,vtendogw_tavg-p19-hxy-air,Emon.vtendogw,1105,vtendogw,m s-2,tendency_of_northward_wind_due_to_orographic_gravity_wave_drag,Northward Acceleration Due to Orographic Gravity Wave Drag,Tendency of northward wind induced by the parameterized orographic gravity wave drag,Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Emon,mon,mon,"This is the total tendency due to parameterized orographic gravity wave drag, which is the sum of all possible components of the parameterization (where applicable). We ask that in the Essential Model Documentation modelling centers specify the parameterization scheme used and the specific values of its tunable parameters used for the simulation, and a specification of the part of the gravity wave spectrum that is targeted by the parameterization (e.g., minimally, the effective resolution of the model). CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",,,DynVarMIP [DYVR_monthly_d],time-intv,area: time: mean where air,area: areacella,,dynvar_advanced,Atmospheric dynamics and variability ,dynvar,"1pctCO2,abrupt-4xCO2,amip,amip-p4k,esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-up2p0,g7-1p5K-sai,historical,piControl,scen7-hc,scen7-hc-ext,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext",,120,68400,19,155.952,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,8b97ba1c-4a5b-11e6-9cd2-ac72891c3257
AERmon.wa,aerosol.wa.tavg-al-hxy-u.mon.GLB,wa_tavg-al-hxy-u,AERmon.wa,232,wa,m s-1,upward_air_velocity,Upward Air Velocity,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). Upward air velocity is the vertical component of the 3D air velocity vector. The standard name downward_air_velocity may be used for a vector component with the opposite sign convention.",Global field on model atmosphere levels,,,real,aerosol,,"longitude, latitude, alevel, time",AERmon,mon,mon,,AERmon-3d,,AERmon ((isd.003)),time-intv,area: time: mean,area: areacella,,aerchemmip_3d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,60,492.480,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,19beefc2-81b1-11e6-92de-ac72891c3257
